n_sample,n_network,n_rdds,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
40,6,8,49,1.1767547130584717,255,0.06921720504760742,6,0.3014976978302002
40,7,9,70,1.5589675903320312,497,0.13352560997009277,0,0.00871896743774414
40,8,10,97,1.9488482475280762,854,0.23609519004821777,384,183.3018684387207
41,1,3,19,0.4216005802154541,112,0.03442740440368652,3,0.009698152542114258
41,2,4,27,0.5318233966827393,157,0.045436859130859375,2,0.0264432430267334
41,3,5,49,0.8836274147033691,436,0.10105609893798828,64,0.7993588447570801
41,4,6,58,1.0881555080413818,518,0.14335393905639648,58,3.1534154415130615
41,5,7,66,1.2952184677124023,536,0.13439655303955078,40,13.491936683654785
41,6,8,95,1.8275833129882812,911,0.26827049255371094,628,908.3790693283081
41,7,9,97,1.7643218040466309,807,0.2038264274597168,384,53.19064259529114
41,8,10,133,2.1708691120147705,1203,0.3368232250213623,0,0.01354074478149414
42,1,3,29,0.5233356952667236,253,0.07541251182556152,6,0.03630948066711426
42,2,4,41,0.7972681522369385,368,0.0993494987487793,6,0.0864717960357666
42,3,5,39,0.8155970573425293,266,0.07445836067199707,12,0.08233046531677246
42,4,6,74,1.2264323234558105,751,0.17869281768798828,204,20.07135033607483
42,5,7,71,1.3130640983581543,686,0.15534448623657227,212,4.895785808563232
42,6,8,77,1.5273816585540771,706,0.18145036697387695,0,0.012773275375366211
42,7,9,94,1.7499268054962158,898,0.2259814739227295,0,2.0974886417388916
42,8,10,88,1.758606195449829,796,0.2049412727355957,0,0.011162519454956055
43,1,3,37,0.6018316745758057,424,0.09456777572631836,26,0.1235201358795166
43,2,4,39,0.6876857280731201,369,0.08186745643615723,23,0.25619053840637207
43,3,5,51,0.8823659420013428,400,0.11427950859069824,8,0.10412240028381348
43,4,6,71,1.216130018234253,524,0.1545712947845459,32,1.9139719009399414
43,5,7,58,1.2267684936523438,361,0.09258437156677246,44,4.599142551422119
43,6,8,83,1.4771287441253662,666,0.18631243705749512,0,0.12415289878845215
43,7,9,78,1.3472552299499512,700,0.17093873023986816,0,0.0709381103515625
43,8,10,91,1.6912732124328613,751,0.2042548656463623,204,30.242023229599
44,1,3,23,0.49211812019348145,141,0.04397296905517578,3,0.012213706970214844
44,2,4,49,0.8276491165161133,442,0.13141560554504395,6,0.2433149814605713
44,3,5,44,0.8654501438140869,384,0.08860445022583008,12,0.2650599479675293
44,4,6,68,1.1787948608398438,588,0.1634988784790039,20,4.720663785934448
44,5,7,70,1.3186817169189453,621,0.14927124977111816,32,6.786633253097534
44,6,8,88,1.5138187408447266,887,0.22928977012634277,876,21.30546283721924
44,7,9,101,1.7402522563934326,943,0.2250690460205078,1904,40.760899782180786
